"file_name","unique_id","DOI","Year","Title","Authors","Abstract","Source","Source.Title","Link"
"id_163041_olson_2015",163041,"10.1109/MPE.2015.2423211",2015,"Halfway There: Can California Achieve a 50% Renewable Grid?","Olson A., Mahone A., Hart E., Hargreaves J., Jones R., Schlag N., Kwok G., Ryan N., Orans R., Frowd R.","CALIFORNIA IS FAMOUS for the sun, wind, and waves that draw millions of visitors and thousands of new residents each year. But can California?s most famous natural resources power half of its electric grid? The state may soon fi nd out. In the inaugural address for his record fourth term in offi ce, California Governor Jerry Brown set a goal of deriving 50% of electricity from renewable resources by 2030, as part of a continuation of California?s efforts to reduce greenhouse gas (GHG) emissions. Ã‚Â© 2003-2012 IEEE.","Scopus","IEEE Power and Energy Magazine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934294649&doi=10.1109%2fMPE.2015.2423211&partnerID=40&md5=4555823fe6c9246d71c74ab1f7997377"
"id_16734_tarasov_2020",16734,"10.1109/FarEastCon50210.2020.9271572",2020,"A Methodological Approach to the Decarbonization of an Isolated Energy System","Tarasov A.","Since the 70s of the last century, the increasing attention of the international community has been paid to global climate change, but all the international obligations assumed by the countries were exclusively declarative. Only since the 90s of the last century, countries and international communities began to take concrete quantitative commitments to reduce emissions that directly affect climate change. The United Nations Framework Convention on Climate Change (UNFCCC), adopted in Rio de Janeiro in 1992 [1], was ratified by the Russian Federation in 1994. To achieve the final goal of the said framework convention, a protocol was adopted in 1997 in Kyoto [2], signed by Russia in 1999 and ratified by it in 2004. According to Stage I of the Kyoto Protocol, the total average annual emissions of the Russian Federation must not exceed the average annual level of greenhouse gas emissions achieved in 1990. Penalties for withdrawal from the agreement and noncompliance were not provided. To achieve the final goal of the 1992 UN Framework Convention on Climate Change in connection with the end of the Kyoto Protocol in 2015, a climate agreement was adopted in Paris [3], signed by Russia in 2016 and ratified by it in 2019. According to the Paris Agreement, the volume of total average annual greenhouse gas emissions in the Russian Federation by 2030 should not exceed 75% of the 1990 baseline emissions. The so-called 'carbon tax', which was repeatedly mentioned in the documents of the Paris Climate Conference, was not included in the decisions of the Paris Agreement on climate change, but at present, the WTO rules do not directly prohibit the introduction of such taxes. In this regard, the methodology for choosing the type of an isolated power supply system taking into account the 'carbon footprint' becomes especially important. The article analyzes methodological approaches to the choice of the type of an isolated medium-power power system, taking into account greenhouse gas emissions. Ã‚Â© 2020 IEEE.","Scopus","2020 International Multi-Conference on Industrial Engineering and Modern Technologies, FarEastCon 2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098914964&doi=10.1109%2fFarEastCon50210.2020.9271572&partnerID=40&md5=caaf99dcd17a8c74beefe7d90c2350d0"
"id_169628_li_2021",169628,"10.1016/j.rser.2021.110953",2021,"How to peak carbon emissions of provincial construction industry? Scenario analysis of Jiangsu Province","Li D., Huang G., Zhu S., Chen L., Wang J.","China has become the world's largest carbon emitter, and its commitment to peak carbon emissions by 2030 is important for global development. The construction industry is one of China's biggest carbon emitters, and its peak has a direct impact on China's carbon commitment. Due to the regional heterogeneity of different provinces, the carbon emission of construction industry (CECI) at provincial level is of unique significance. To accurately predict the peak of provincial CECI, a prediction model was established by system dynamics, including direct CECI, indirect CECI and operational CECI. Taking Jiangsu province as an example, the single and multiple scenario settings with increasing R&D investment, promoting energy-saving buildings and implementing carbon trading from 2016 to 2030 was carried out, indicating that: 1) Without any carbon emission reduction measures, the CECI would maintain an annual growth rate of 5.58% to reach 530.61 million tons by 2030, and the indirect and operational CECI account for the majority of total with an average annual growth rate of 8.02% and 2.79% respectively. 2) All three measures had good carbon reduction effects, which would reduce the total CECI by 26.46% 21.68% and 10.68% respectively by 2030, but only when implemented simultaneously can CECI peak before 2030, 308.77 million tons at 2029. In the end, three policy implications was put forward. The framework presented in this paper provided a basis for the prediction of peak CECI in a province or state, which can help policy makers plan a more reasonable low-carbon development roadmap. Ã‚Â© 2021 Elsevier Ltd","Scopus","Renewable and Sustainable Energy Reviews","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103737064&doi=10.1016%2fj.rser.2021.110953&partnerID=40&md5=c3230798c0db52e2241c6d3c4e14cbbe"
"id_172366_ielite_2016",172366,"10.1109/IntelCIS.2015.7397229",2016,"Identification and prioritization of stakeholders in the planning process of sustainable development of the smart city","Ielite I., Olevsky G., Safiulins T.","The article analyzes stakeholders in the city, conducted in order to identify organisations of particular value to the creation and delivery of the sustainable energy policy for smart cities i.e. enhanced Sustainable Energy Action Plan (SEAP). Using the information gathered in the stakeholder analysis, Riga, the capital of Republic of Latvia, has created a stakeholder engagement plan to gather and coordinate the key stakeholders' resources and knowledge for the benefit of the city, and for the development, implementation, monitoring and ongoing revision of the energy policy for the smart city i.e. SEAP. Different approaches to stakeholder communication and engagement planning have been used, based on specific city context, including history of engagement and current plans and ambitions. Riga stakeholders have been identified and prioritised using a matrix tool, allowing stakeholders to be grouped according to their importance for the enhanced SEAP and level of interest or engagement in the city. Riga has completed public consultation roundtables on its enhanced SEAP. Key stakeholders and their groups that have been identified include academia, local and regional administrations, industry and commerce, finance, energy suppliers and citizens. Riga working to engage all relevant stakeholder groups to help them move towards smart city status - including information and communication technology (ICT) partners, innovation bodies and international companies - in the process of developing and implementing the enhanced SEAP. As a result the city is making connections between players of energy, transport and ICT and increasing their role in CO2 emissions' reduction, and recognising opportunities of cross-sectoral actions and transfer of the best practice projects in synchrony with relevant local stakeholders, international companies and banks to roll out innovative sustainable energy solutions at a scale. Gaps in current stakeholder communication have also been identified, including insufficient recognition of job creation potential by engaging employment agencies, closer engagement with the transport sector companies, ensuring sufficient citizens' engagement, and building on existing relationships with ICT players. Riga has developed communication tools and stakeholder engagement plan based on analysis of the know-how and resources held by each of the stakeholders or their groups and their role in, and potential impact on the SEAP. With increasingly limited local authority resources for communication with stakeholders, usual methods and channels, based on ICT including newsletters, and emails, social media, have been prioritised in order to secure information flow and feedback from stakeholders. Ã‚Â© 2015 IEEE.","Scopus","2015 IEEE 7th International Conference on Intelligent Computing and Information Systems, ICICIS 2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969988763&doi=10.1109%2fIntelCIS.2015.7397229&partnerID=40&md5=072e4d25d4caeddcdaff3b4851555979"
"id_17545_li_2020",17545,"10.1016/j.enpol.2020.111862",2020,"A modified and improved method to measure economy-wide carbon rebound effects based on the PDA-MMI approach","Li D., Gao M., Hou W., Song M., Chen J.","Although energy technological progress has been regarded as an important driver for reducing carbon emissions, the existence of carbon rebound effect prevents a portion of the potential carbon reductions to be realized. Compared with the energy rebound effect, research on the carbon rebound effect is scarce because it is always equated with the energy rebound effect. However, the carbon rebound effect is more complex. Given that the traditional method for carbon rebound effect assessment only reflects energy rebound effects, our study proposed an improved production-theoretical decomposition analysis (PDA)-Meta-frontier Malmquist index (MMI)-based method and explored carbon rebound effects in China from 2006 to 2015. Our results show that (1) the eastern and western regions faced fewer carbon rebound effect risks compared with those of the central region due to decreasing emission intensity associated with energy technological progress; (2) the reductions in emission intensity in the eastern region relied both on coal and non-coal technology, whereas the western region only relied on coal technology; and (3) the non-coal technology in the eastern region was at the meta-frontier, whereas the non-coal technology of other regions exhibited catch-up effects. Ã‚Â© 2020 Elsevier Ltd","Scopus & WOS","Energy Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089851578&doi=10.1016%2fj.enpol.2020.111862&partnerID=40&md5=f19be73c9c82e01e44d97009e461a28e"
"id_178689_kwon_2018",178689,"10.1007/s11027-018-9782-3",2018,"Implication of the cluster analysis using greenhouse gas emissions of Asian countries to climate change mitigation","Kwon Y., Lee H., Lee H.","Climate change caused by excessive emission of greenhouse gases (GHGs) into the atmosphere has gained serious attention from the global community for a long time. More and more countries have decided to propose their goals such as Paris agreements, to reduce emitting these heat trapping compounds for sustainability. The Asian region houses dramatic changes with diverse religions and cultures, large populations as well as a rapidly changing socio-economic situations all of which are contributing to generating a mammoth amount of GHGs; hence, they require calls for related studies on climate change strategies. After pre-filtering of GHG emission information, 24 Asian countries have been selected as primary target countries. Hierarchical cluster analysis method using complete linkage technique was successfully applied for appropriate grouping. Six groups were categorized through GHG emission properties with major and minor emission sectors based on the GHG inventory covering energy, industrial processes, agriculture, waste, land use change, and forestry and bunker fuels. Assigning six groups using cluster analysis finally implied that the approach to establish GHG emission boundaries was meaningful to develop further mitigation strategies. Following the outcome of this study, calculating amount of reduction potential in suitable sectors as well as determining best practice, technology, and regulatory framework can be improved by policy makers, environmental scientists, and planners at the different levels. Therefore, this work on reviewing a wide range of GHG emission history and establishing boundaries of emission characteristics would provide further direction of effective climate change mitigation for sustainability and resilience in Asia. Ã‚Â© 2018, Springer Science+Business Media B.V., part of Springer Nature.","Scopus & WOS","Mitigation and Adaptation Strategies for Global Change","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056080374&doi=10.1007%2fs11027-018-9782-3&partnerID=40&md5=03fd83f824666c5e5b7bb1ed5ed60c42"
"id_182058_cochran_2016",182058,"10.1007/s11625-015-0303-y",2016,"Indigenous ecological calendars define scales for climate change and sustainability assessments","Cochran, F; Brunsell, N; Cabalzar, A; van der Veld, PJ; Azevedo, E; Azevedo, R; Pedrosa, RA; Winegar, L","Identifying appropriate temporal and spatial boundaries for assessments of human-environment systems continues to be a challenge in sustainability science. The livelihood of Indigenous peoples in the northwestern Brazilian Amazon are characterized by complex ecological management systems entwined with sociocultural practices and sophisticated astronomical and ecological calendars. Sustainability of fisheries and bitter manioc production, key elements of food systems and economic activities in this region, depend on cyclic high river levels for fish spawning as well as periods of dry days for preparation of agricultural fields. Since 2005, participatory research has been underway between Indigenous communities of the Tiqui, River and the Brazilian Socio-environmental Institute (ISA). Indigenous agents of environmental management (AIMAs) keep notebooks of ethno-astronomical, ecological, and socio-economic observations of the annual cycles, and some of them have reported that river levels and dry periods have become more irregular in some years. To investigate how these possible climatic changes may impact the sustainability of resources, we share knowledge from the Tukano ecological calendar with methodology for examining changes in precipitation and river levels and their interactions at multiple timescales. Our collaboration indicates that high spatial and temporal variability in precipitation patterns and river levels may complicate climate change and sustainability analyses. However, combining results from participatory research with novel methods for climate analysis helps identify a 4-day trend in precipitation that may impact agroecosystem management. Indigenous participation in systematic data collection and interpretation of results is essential for distinguishing between socio-economic and climate forcings and evaluating climate impacts. Continued efforts to bridge Indigenous and Western knowledge systems are vital for sustainable environmental management in Indigenous territories and other regions where traditional management may be challenged in the context of global climate change.","WOS","SUSTAINABILITY SCIENCE",NA
"id_184404_dwivedi_2018",184404,"10.1109/GreenTech.2018.00035",2018,"Influence of production and investment tax credit on renewable energy growth and power grid","Dwivedi C.","Measures are being taken across the globes to reduce greenhouse emission. Installation of renewable energy has been successfully achieving the goal. To further aid in this effort governments provide some form of subsidy. In United States Federal Tax Credit has played an important role in the deployment of clean, renewable energy. This paper discusses the implication of production tax credit (PTC) and investment tax credit (ITC) on reduction in cost of wind and solar technology, installed capacity of wind and solar generation, impact on electricity market prices, and change in interconnection rules for renewable generators to provide reactive power support to the grid. To demonstrate some of the findings Electric Reliability Council of Texas (ERCOT) market, has been used as it has significant penetration of renewable generation. Ã‚Â© 2018 IEEE.","Scopus","IEEE Green Technologies Conference","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048986035&doi=10.1109%2fGreenTech.2018.00035&partnerID=40&md5=da7000ca66ee7696363c93ec6d15f2da"
"id_201499_becerra_2018",201499,"10.1016/j.enpol.2018.06.010",2018,"Life quality disparity: Analysis of indoor comfort gaps for Chilean households","Becerra M., Jerez A., Valenzuela M., GarcÃƒÂ©s H.O., Demarco R.","According to the last report of the Organization for Economic Co-operation and Development (OECD), Chile leads the iniquity ranking among the member countries. This inequality goes far beyond the income of a family or the movement between social statements. This work attempts to appreciate this gap in the life quality of the people, precisely in the context of the indoor environmental quality. The methodology involves the Predicted Mean Vote (PMV) for measuring thermal comfort, using the Predicted Percentage of Dissatisfied (PPD) as dimensionless index; and the CO2 concentration as indicated by the ASHRAE-55 standard. The sample involves 20 households in the city of Santiago de Chile, distributed in 5 socioeconomically disparate communes. The National Monitoring Network (RENAM) was used as database, from which information of indoor environmental variables was obtained for 3 winter months. Based on the results, economic inequality is easily confirmed for thermal comfort aspects. A significant difference is shown for the cluster with lowest income, which presented the worst conditions. This difference is even more remarkable when the levels of CO2 are compared. Finally, government policies should consider economic aspects in reducing the iniquity gap, jointly with air quality, energy efficiency and thermal comfort of houses. Ã‚Â© 2018 Elsevier Ltd","Scopus & WOS","Energy Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049038704&doi=10.1016%2fj.enpol.2018.06.010&partnerID=40&md5=85d84f4e61057bef42d0ac1ce4f373d0"
"id_205823_wang_2016",205823,"10.1016/j.rser.2015.12.076",2016,"Low-carbon neighborhood planning technology and indicator system","Wang X., Zhao G., He C., Wang X., Peng W.","Climate change has become a global issue influencing human survival and development while urban carbon emission is the main factor. As a fundamental building block of the city, neighborhood is not only the basic space to create a truly sustainable community but also the starting point for the use of low-carbon ideas and technologies to address climate change and promote the construction of a low-carbon city. Considering the significance of neighborhood planning on reducing carbon emissions, we proposed low-carbon neighborhood planning technologies from six aspects: layout planning, traffic planning, architecture planning and design, environment planning, municipal engineering planning and construction management. Moreover, we built an indicator system of low-carbon neighborhood based on these technologies from the perspective of ""carbon source control"" and ""carbon sinks expansion"" and used Analytic Network Process (ANP) to analyze the internal feedback and obtain the priorities. The system could be used to indicate low-carbon degree and provide measures for improvements. Furthermore, we carried out a case study using the proposed method for a neighborhood in Shandong province, China. Our practice has proved that the system could promote sustainable and low-carbon development of urban neighborhood and provide the government an effective tool. Ã‚Â© 2015 Elsevier Ltd. All rights reserved.","Scopus","Renewable and Sustainable Energy Reviews","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953775484&doi=10.1016%2fj.rser.2015.12.076&partnerID=40&md5=89576e6c71c67c99326c3586eaa3ca78"
"id_206518_gong_2020",206518,"10.1016/j.jclepro.2020.122255",2020,"Lowering carbon footprint of wheat-maize cropping system in North China Plain: Through microbial fertilizer application with adaptive tillage","Gong H., Li J., Sun M., Xu X., Ouyang Z.","Optimization of fertilizer and tillage management in agroecosystems can be an effective strategy to reduce greenhouse gas (GHG) emission and improve carbon sequestration. Using a system boundary that started at winter wheat seeding and ended at summer maize harvest, a field experiment was conducted in Shandong Province (North China) to determine the effect of microbial fertilization and tillage on the carbon footprint (CF). The climate-based ecosystem services were evaluated in wheat-maize cropping systems. Also the optimal microbial fertilization and tillage with the lowest CF, highest climate-based ecosystem services and highest crop yield were determined. The results showed that compared with microbial organic fertilization, the use of microbial decomposing agents increased soil organic carbon (SOC) sequestration (2582.1Ã¢â‚¬â€œ2909.9 kg CO2-eq ha-1 yr-1) and reduced CF (0.11Ã¢â‚¬â€œ0.12 kg CO2-eq kg-1 grain). Chemical fertilization was the largest contributor to total CF (27.5Ã¢â‚¬â€œ56.7%), which decreased with decreasing chemical fertilization. Climate-based ecosystem services of microbial fertilization with rotary tillage (1689.9Ã¢â‚¬â€œ1795.6 US$ ha-1 yr-1) were significantly higher than those of chemical fertilization. In the limited system boundary of wheat-maize cropping, microbial decomposing agent MA (of 30 L ha-1) with rotary tillage had the highest grain production, GHG emission mitigation and climate-based ecosystem services enhancement. Ã‚Â© 2020 Elsevier Ltd","Scopus & WOS","Journal of Cleaner Production","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086504446&doi=10.1016%2fj.jclepro.2020.122255&partnerID=40&md5=996c38103322a924135b3e3f2e40e988"
"id_221129_chen_2020",221129,"10.1016/j.enpol.2019.111096",2020,"Modelling national, provincial and city-level low-carbon energy transformation pathways","Chen H., Yang L., Chen W.","Earlier emission peak and higher reduction rate after the peak are crucial for China's domestic low-carbon energy transformations and the 2 Ã‚Â°C global climate target. However, much remains to be resolved concerning long-term sectoral and regional coping strategies. In this study, we developed a spatial downscaling framework to identify the roles played by different provinces and sectors in promoting early emission peak, and the spatiotemporal variations of city-level reduction potentials for the building sector by coupling an integrated assessment model with openly available information. Simulations show that peaking emissions five years earlier means an additional 12.5 Gt CO2 emission cut during 2015Ã¢â‚¬â€œ2035 and building sector needs to increase renewable penetration to 22% and further improve emission efficiency by 12%, which are both greater than other end use sectors. More developed eastern regions would peak earlier than national target and some central cities are expected to double their per capita building emissions. While for the less developed northern and western regions to peak on time it is necessary that the gap of CO2 emission intensity between these cities and national average narrow down from 9.8t/thousand RMB in 2020 to 5.9t/thousand RMB in 2030. Ã‚Â© 2019","Scopus & WOS","Energy Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075356117&doi=10.1016%2fj.enpol.2019.111096&partnerID=40&md5=d9f97c13a43a2ec2e98578651eed16f9"
"id_225093_yan_2021",225093,"10.1016/j.enbuild.2021.110741",2021,"Multi-objective two-stage adaptive robust planning method for an integrated energy system considering load uncertainty","Yan R., Wang J., Lu S., Ma Z., Zhou Y., Zhang L., Cheng Y.","An integrated energy system (IES) is considered as an effective approach to reduce carbon emissions, lower energy supply costs and increase system flexibility. As numerous energy conversion and storage devices with various features have been developed, determining their types and capacity size and optimizing the synergic action of all selected energy devices under load uncertainty have become challenging issues during the planning and designing of a new IES. To address these issues, a load uncertainty model is constructed by integrating the regional equivalent standard building-integrated load prediction method, the robust uncertainty set method and the fuzzy C-means clustering algorithm. Based on this uncertainty model, this paper proposes a planning method that incorporates the fuzzy multi-objective decision and two-stage adaptive robust optimization methods for handling these challenging issues. The multi-objective decision method enables comprehensive optimization based on the system's economic performance, carbon emissions and grid integration level. The two-stage adaptive robust optimization method aims to optimize the single-objective problem transformed by the multi-objective decision method. The planning method is implemented in an industrial park in the Baoding City of China. The influence of load budget uncertainty, annual load growth rate and energy purchase price is then investigated. The results show that the load budget uncertainty and annual load growth rate only affect the optimal capacity size of the selected devices, whereas the energy purchase price influences both the optimal device types and their capacity size. The optimal capacity size remains constant when the load budget uncertainty exceeds 3. This study provides a methodology to select the suitable device types and determine their capacity size for IES under load uncertainty, which will benefit the design of a new IES. Ã‚Â© 2021 Elsevier B.V.","Scopus & WOS","Energy and Buildings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100307942&doi=10.1016%2fj.enbuild.2021.110741&partnerID=40&md5=3f15af67558b25fdde5b1abd7221e748"
"id_22528_malali_2016",22528,"10.1016/j.enconman.2016.09.017",2016,"An approximate method for prediction of thermal performance of direct expansion-solar assisted heat pump (DX-SAHP) systems for water heating applications","Malali P.D., Chaturvedi S.K., Abdel-Salam T.M.","In this study an analytical tool that combines two models for determination of thermal performance of a direct expansion-solar assisted heat pump (DX-SAHP) domestic hot water heater is presented. The first method- the quadratic model developed in this study- predicts the approximate value of the collector fluid temperature from the known values of solar radiation in the collector plane (Icoll), condensing temperature and the ambient air temperature. The predicted value of collector fluid temperature is used as an input in a companion model that, using the second law, predicts the system coefficient of performance (COP) from the known values of condensing temperature, compressor efficiency and refrigerant properties. The combined method presented in this study is ideally suited for preliminary design calculations for a selected location or for comparison of different locations for determination of the energy conservation and carbon emission reduction potential of DX-SAHP hot water systems. The thermal performance results predicted from this combined method indicate that system COP ranging from 3.6 to 5.6 can be obtained for the month of January for locations such as New York City, Norfolk and Tampa. The carbon reduction factor (CRF), signifying reduced carbon emission due to switch from electric only water heater to much more efficient DX-SAHP water heater, ranged from 72% to 82% for the chosen locations. This narrow range for CRF indicates that regardless of geographical locations it is prudent to phase out electric only hot water heater and replace them by DX-SAHP water heaters. Ã‚Â© 2016 Elsevier Ltd","Scopus & WOS","Energy Conversion and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987989534&doi=10.1016%2fj.enconman.2016.09.017&partnerID=40&md5=f3a01e5a12bc8d9fde1b3c1332d9e3ee"
"id_237518_dominkovic_2017",237518,"10.1016/j.energy.2017.02.162",2017,"On the way towards smart energy supply in cities: The impact of interconnecting geographically distributed district heating grids on the energy system","Dominkovic, DP; Batekovic, I; Sveinbjornsson, D; Pedersen, AS; Krajacic, G","A linear continuous optimization model with an hourly time resolution was developed in order to model the impact of subsequent interconnections of different DH grids. The municipality of Sonderborg was chosen for a case study and interconnections of five currently disconnected DH grids were assessed. Moreover, the impact of industrial waste heat on the DH supply was also assessed. In the reference year (2013) two out of four interconnections proved to be economically viable. The results for the future energy system (2029) showed that interconnecting geographically distributed DH grids reduces primary energy supply by 9.5%, CO2 emissions by 11.1% and total system costs by 6.3%. Inclusion of industrial waste heat in the fully interconnected DH grid reduced primary energy supply for an additional 3%, CO2 emissions for an additional 2.2% and total system costs for an additional 1.3%. The case of the future energy supply system with interconnected DH grids and installed industrial waste heat recuperation results in the lowest primary energy demand, emissions and costs. Finally, the benefits of the interconnected DH grid, in terms of system flexibility, CO2 emissions, total costs and energy efficiency, proved to be much greater in the future energy system. (C) 2017 Elsevier Ltd. All rights reserved.","WOS","ENERGY",NA
"id_264951_tian_2019",264951,"10.1016/j.jenvman.2019.109566",2019,"Quantifying global CH4 and N2O footprints","Tian W., Wu X., Zhao X., Ma R., Zhang B.","This study aims to quantify global CH4 and N2O footprints in 2012 in terms of 181 economies and 20 world regions based on the official national emission accounts from the UNFCCC database and the global multi-region input-output accounts from the EORA database. Global total CH4 and N2O emissions increased by 15.0% in 2012 compared to 1990, mainly driven by increasing demands of agricultural and energy products. Mainland China, Western Europe, the USA, Southeast Asia and Sub-Saharan Africa were identified as the largest five CH4 footprint contributors (55.6% of the global total), while Mainland China, the USA, Western Europe, Brazil and Sub-Saharan Africa as the largest N2O footprint contributors (59.2% of the global total). In most developed economies, the CH4 and N2O footprints were much higher than their emissions on the production side, but opposite picture is observed in emerging economies. 36.4% and 24.8% of the global CH4 and N2O emissions in 2012 were associated with international trade, respectively. Substantial energy-related CH4 and agricultural CH4 and N2O emissions were transferred from developed countries to developing countries. Several nations within Kyoto targets have reduced their CH4 and N2O emissions significantly between 1990 and 2012, but the generally-believed success is challenged when viewing from the consumption side. Mainland China, Southeast Asia, Sub-Saharan Africa, Brazil, Middle East and India witnessed prominent increase of CH4 and N2O footprints in the same period. The structure and spatial patterns of global CH4 and N2O footprints shed light on the role of consumption-side actions and international cooperation for future non-CO2 GHG emission reduction. Ã‚Â© 2019 Elsevier Ltd","Scopus & WOS","Journal of Environmental Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072197078&doi=10.1016%2fj.jenvman.2019.109566&partnerID=40&md5=b50ed78c35138f6b5d34e8bbf210ac87"
"id_268419_shu_2019",268419,"10.1016/j.landusepol.2018.11.034",2019,"Reallocation planning of urban industrial land for structure optimization and emission reduction: A practical analysis of urban agglomeration in China's Yangtze River Delta","Shu H., Xiong P.-P.","Urban industrial land has gradually become a scarcity affecting production, and the reallocation planning of industrial land is an important tool with which to guide the sustainable development of urban industrial manufacturing. To save energy and ensure the economic benefits of industrial production, we designed a reallocation planning model for urban industrial land. The planning model takes the cost of industrial land development, the investment intensity of unit land fixed assets and planning density as the main planning indices and combines the tax differences for different energy consumption intensity industries and the heterogeneity of the enterprise's decision of spatial location. The reallocation strategy of the model is simulated according to the Yangtze River Delta Urban Agglomerations of China. The characteristics of industrial land reallocation planning and its impact on industrial structure optimization and emission reduction are analyzed. The results show that the position adjustment of industrial parks during planning will lead to ladder-type spatial characteristics of planning indices through enterprisesÃ¢â‚¬â„¢ decision heterogeneity. The differences in tax intensity for industries with different energy consumption intensities have little influence on indicesÃ¢â‚¬â„¢ spatial characteristics and have no significant impact on the structural characteristics of the industrial land development cost except for large size enterprises. The role of urban industrial land reallocation planning in the process of urban industrial structure optimization has been better reflected under indifferent tax policies, which will also have a significant effect on reducing regional industrial carbon emissions and optimizing the spatial pattern of regional industrial carbon emissions. In China's Yangtze River Delta Urban Agglomerations, cities with large areas of industrial land should make full use of the role of the industrial park's position adjustment in urban industrial land reallocation planning to optimize the urban industrial structure. Cities with small scale industrial land should pay attention to the decision heterogeneity of enterprises in the planning process. Industrial tax policy and land use planning should be combined to make full use of the contribution of industrial land reallocation to regional carbon emission reduction. Ã‚Â© 2018 Elsevier Ltd","Scopus & WOS","Land Use Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057129571&doi=10.1016%2fj.landusepol.2018.11.034&partnerID=40&md5=d57934d1e0922572799bfd58cd7a695d"
"id_272797_chen_2021",272797,"10.1016/j.energy.2021.121024",2021,"Regional emission pathways, energy transition paths and cost analysis under various effort-sharing approaches for meeting Paris Agreement goals","Chen X., Yang F., Zhang S., Zakeri B., Chen X., Liu C., Hou F.","International climate policy debate has been struggling to define an agreeable principle for just distribution of the burdens of reducing greenhouse gases. By the integrated assessment modeling, we investigate climate change mitigation pathways compatible with the Paris Agreement goals under different carbon budget allocation principles, namely, cost-effectiveness, equality, and grandfathering for 11 world regions. The results indicate that regional carbon quotas remain similar under equality and grandfathering principles, except for regions with a high population projection, i.e., Sub-Saharan Africa and South Asia, or regions with a high level of current emissions, such as North America. Irrespective of the burden-sharing principles, most world regions must reach carbon neutrality before 2070 to meet the 2 Ã‚Â°C climate targets. Moreover, carbon emissions reduced by carbon capture and storage applications are found to peak around 2050. In general, the share of fossil fuels in primary energy is larger under the larger carbon quota, which will also increase carbon capture and storage applications in fossil fuels. The average global investment needs for mitigating climate change are the lowest under the cost-effectiveness principle, and the marginal abatement cost is the same for all regions. For each region, as the carbon quota decreases the marginal abatement cost increases, while the energy investment changes independently from the carbon quota. These insights can inform global climate change negotiations and help policymakers formulate timelines for carbon neutrality, energy transition, and technology deployment and investment portfolios. Ã‚Â© 2021 Elsevier Ltd","Scopus & WOS","Energy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107265601&doi=10.1016%2fj.energy.2021.121024&partnerID=40&md5=2bdc80bc45c0d70393ec4bbf8123afe4"
"id_27944_zheng_2017",27944,"10.1016/j.ijepes.2016.08.008",2017,"A novel thermal storage strategy for CCHP system based on energy demands and state of storage tank","Zheng, CY; Wu, JY; Zhai, XQ; Wang, RZ","Under the thermal storage strategies in present studies, the power generation unit (PGU) in combined cooling, heating, and power (CCHP) system is turned on/off only based on the state of storage tank; or the operation state of PGU is determined by thermal demand or/and electric demand, which has no relationship with the state of storage tank. For these traditional strategies, either energy demands or state of storage tank is considered for the operation of system. This paper proposes a novel thermal storage strategy (TSS2) for CCHP systems, which determines the operational state of the PGU based upon electric demand, thermal demand and the state of thermal storage device. In this paper, the operation principle of TSS2 is described and compared with the traditional strategies. A hospital in Shanghai was used to evaluate and compared the performance of the system operating under different storage strategies. The results show that TSS2 improves the performance of CCHP system more significantly compared with the traditional strategies. TSS2 can make both PGU and capacity of thermal storage tank be fully used by CCHP system to produce more electric and thermal energy to meet demands of building. Compared with system without thermal storage, the minimum and maximum increase rates of annual total cost saving for traditional strategies are 0% and 14.84%, respectively. However, for TSS2, they can reach 3.79% and 20.22%. Similar conclusions could be achieved for CO2 emission reduction and primary energy saving. The effect of TSS2 on the CCHP system performance is different under different operation strategies. (C) 2016 Elsevier Ltd. All rights reserved.","WOS","INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS",NA
